payroll_id,employee_id,pay_period_start,pay_period_end,pay_date,payroll_type,base_salary,hourly_rate,hours_worked,overtime_hours,overtime_rate_multiplier,gross_earnings,bonus_amount,commission_amount,allowance_amount,other_earnings,deduction_tax,deduction_pf,deduction_insurance,deduction_loan,deduction_other,total_deductions,net_pay,ytd_gross,ytd_tax,ytd_net,currency_code,payment_method,bank_account_number,status,created_at,created_by,updated_at,updated_by,is_active,notes,tax_regime,effective_from,effective_to
873,73,2023-08-29,2023-09-25,2023-09-26,Monthly,5575.36,,,0.08,2.0,7497.04,175.26,147.44,727.86,865.54,1149.59,664.16,386.98,291.89,472.42,2965.04,4532.0,89964.48,13795.08,54384.0,USD,Check,3163257111,Paid,2025-12-11 16:38:39,6,2025-12-11 17:38:39,24,True,,Old Regime,,
874,74,2023-08-29,2023-09-28,2023-10-03,One-time,12015.25,,,0.68,1.5,14315.93,349.04,745.26,516.3,613.48,1551.79,1266.17,135.77,291.56,170.19,3415.48,10900.45,71579.65,7758.95,54502.25,USD,Bank Transfer,6260036706,Processed,2025-05-05 16:38:39,12,2025-05-05 21:38:39,43,True,Bonus included,Old Regime,2024-01-26,2024-10-13
875,75,2023-08-29,2023-09-29,2023-10-02,Monthly,,19.72,171.85,15.27,1.5,11823.15,3487.97,1972.18,1619.53,902.9,1869.36,1114.24,16.57,487.29,468.38,3955.84,7867.31,82762.05,13085.52,55071.17,USD,Bank Transfer,1195893967,Draft,2025-05-01 16:38:39,48,2025-05-01 21:38:39,33,True,,,,
876,76,2023-08-29,2023-09-26,2023-09-27,Bi-weekly,,39.76,155.19,12.41,1.5,11402.64,3350.72,265.54,146.0,729.89,3002.99,982.23,86.89,448.98,472.91,4994.0,6408.64,114026.4,30029.9,64086.4,USD,Bank Transfer,4439905956,Processed,2025-10-15 16:38:39,12,2025-10-15 19:38:39,34,True,Bonus included,Old Regime,2023-02-11,2023-08-01
877,77,2023-08-29,2023-09-29,2023-10-03,Monthly,8492.9,,,2.73,1.5,11447.68,1578.23,16.38,931.83,210.97,3397.16,741.36,209.11,996.27,239.83,5583.73,5863.95,103029.12,30574.44,52775.55,USD,Check,7637962410,Processed,2025-11-26 16:38:39,18,2025-11-26 20:38:39,14,True,Bonus included,,2023-11-15,2024-08-31
878,78,2023-08-29,2023-09-26,2023-09-28,Monthly,12315.36,,,0.4,1.5,14876.45,1214.56,191.13,449.06,660.16,3828.19,1377.77,129.12,983.04,306.04,6624.16,8252.29,148764.5,38281.9,82522.9,USD,Cash,6648239317,Paid,2025-03-29 16:38:39,2,2025-03-29 20:38:39,36,True,Tax revision,,2023-03-09,2024-01-14
879,79,2023-08-29,2023-09-25,2023-09-30,Monthly,7094.99,,,12.97,2.0,14966.21,4473.89,208.6,1519.75,518.7,3511.52,1454.22,307.23,322.75,247.41,5843.13,9123.08,14966.21,3511.52,9123.08,USD,Bank Transfer,8867581563,Processed,2025-04-25 16:38:39,50,2025-04-25 18:38:39,11,True,Bonus included,New Regime,,
880,80,2023-08-29,2023-09-27,2023-10-01,Bi-weekly,3524.84,,,4.2,2.0,8411.69,2484.38,1605.95,546.97,64.5,988.69,588.08,315.79,91.12,124.47,2108.15,6303.54,33646.76,3954.76,25214.16,USD,Bank Transfer,1156126413,Paid,2025-03-02 16:38:39,45,2025-03-02 20:38:39,2,True,Tax revision,,,
881,81,2023-08-29,2023-09-27,2023-10-02,Bi-weekly,7811.31,,,2.91,2.0,14305.5,4046.82,342.87,1522.36,298.0,3825.6,1013.8,483.49,185.32,351.65,5859.86,8445.64,14305.5,3825.6,8445.64,USD,Bank Transfer,2730626664,Processed,2025-10-07 16:38:39,27,2025-10-07 17:38:39,21,True,Tax revision,Old Regime,,
882,82,2023-08-29,2023-09-29,2023-09-30,Monthly,7178.24,,,4.09,1.5,13785.74,2653.52,860.53,1952.49,865.72,3537.47,822.72,295.53,908.6,246.46,5810.78,7974.96,137857.4,35374.7,79749.6,USD,Check,8517024986,Processed,2025-04-29 16:38:39,45,2025-04-29 21:38:39,11,True,Tax revision,,,
883,83,2023-08-29,2023-09-27,2023-09-30,Monthly,9727.45,,,1.34,2.0,14515.03,1432.83,2061.88,543.09,586.85,3373.49,1031.16,431.02,757.22,420.49,6013.38,8501.65,14515.03,3373.49,8501.65,USD,Bank Transfer,9922759233,Processed,2026-01-26 16:38:39,24,2026-01-26 17:38:39,31,True,Bonus included,Old Regime,,
884,84,2023-08-29,2023-09-26,2023-09-30,Monthly,3748.9,,,12.01,1.5,8907.78,3537.71,582.49,154.55,462.03,2368.52,805.2,156.76,765.54,136.7,4232.72,4675.06,44538.9,11842.6,23375.3,USD,Bank Transfer,4861318973,Processed,2026-01-23 16:38:39,11,2026-01-23 17:38:39,13,True,Bonus included,,2023-01-19,2023-10-24
885,85,2023-08-29,2023-09-26,2023-09-27,Monthly,4379.4,,,1.89,1.5,7447.5,950.61,183.11,1795.08,61.7,1365.15,533.32,439.32,151.64,340.19,2829.62,4617.88,14895.0,2730.3,9235.76,EUR,Bank Transfer,6077157053,Processed,2025-03-27 16:38:39,49,2025-03-27 18:38:39,28,True,,,2023-01-17,2023-10-01
886,86,2023-08-29,2023-09-28,2023-10-03,Monthly,11154.87,,,13.92,1.5,17710.08,1944.52,2144.13,476.25,534.6,1941.77,1019.39,173.38,85.34,455.89,3675.77,14034.31,141680.64,15534.16,112274.48,USD,Bank Transfer,1131146246,Processed,2025-05-10 16:38:39,50,2025-05-10 20:38:39,11,False,,Old Regime,2023-08-31,2024-02-08
887,87,2023-08-29,2023-09-26,2023-10-01,Monthly,4663.3,,,7.86,2.0,11160.41,3181.18,1677.07,1165.05,15.64,1948.8,1094.13,360.22,472.46,96.18,3971.79,7188.62,22320.82,3897.6,14377.24,USD,Check,8126729780,Processed,2025-10-14 16:38:39,4,2025-10-14 21:38:39,50,True,Adjustment for overtime,Old Regime,,
888,88,2023-08-29,2023-09-28,2023-10-02,Monthly,6901.9,,,6.22,2.0,15038.92,4109.87,1820.04,784.63,885.86,2226.57,1170.07,156.15,156.56,446.67,4156.02,10882.9,180467.04,26718.84,130594.8,USD,Cash,5197766590,Processed,2025-12-26 16:38:39,28,2025-12-26 21:38:39,28,True,,Old Regime,,
889,89,2023-08-29,2023-09-25,2023-09-30,Monthly,9667.99,,,6.58,2.0,13929.0,625.04,2148.37,652.99,39.42,2578.05,1074.44,330.1,389.99,139.72,4512.3,9416.7,69645.0,12890.25,47083.5,USD,Bank Transfer,4912683650,Processed,2025-06-13 16:38:39,15,2025-06-13 21:38:39,34,True,Bonus included,New Regime,,
890,90,2023-08-29,2023-09-26,2023-09-30,Monthly,,16.87,173.4,17.78,2.0,10668.27,4890.6,2078.54,38.99,134.98,2468.2,807.64,80.32,969.65,19.16,4344.97,6323.3,64009.62,14809.2,37939.8,USD,Bank Transfer,9400882191,Paid,2025-11-26 16:38:39,17,2025-11-26 20:38:39,1,True,Bonus included,Old Regime,2024-04-17,2025-02-01
891,91,2023-08-29,2023-09-27,2023-09-28,Weekly,11997.82,,,5.66,1.5,19629.62,4942.0,1409.31,103.95,539.91,2918.93,1018.12,221.41,348.54,34.22,4541.22,15088.4,117777.72,17513.58,90530.4,USD,Cash,4866970136,Processed,2025-11-17 16:38:39,32,2025-11-17 18:38:39,16,True,Tax revision,Old Regime,2023-06-05,2023-07-15
892,92,2023-08-29,2023-09-25,2023-09-26,Monthly,8779.23,,,18.38,1.5,14485.25,2176.36,767.87,1073.35,175.67,1795.13,1362.8,374.76,936.76,153.15,4622.6,9862.65,173823.0,21541.56,118351.8,USD,Bank Transfer,1756777542,Processed,2025-09-13 16:38:39,44,2025-09-13 18:38:39,25,True,Tax revision,New Regime,2023-07-08,2023-08-25
893,93,2023-08-29,2023-09-29,2023-10-03,Monthly,,44.63,177.23,16.45,1.5,16157.41,3751.71,1360.48,1981.54,52.66,2614.21,1382.97,83.36,661.01,147.95,4889.5,11267.91,48472.23,7842.63,33803.73,USD,Check,5792241945,Processed,2025-02-27 16:38:39,10,2025-02-27 19:38:39,41,True,Bonus included,Old Regime,2023-05-27,2023-10-25
894,94,2023-08-29,2023-09-29,2023-10-01,Monthly,8418.58,,,8.73,2.0,13664.15,2824.99,373.76,685.07,443.07,1737.17,1114.18,443.41,150.54,148.6,3593.9,10070.25,81984.9,10423.02,60421.5,USD,Bank Transfer,5393625168,Paid,2025-05-19 16:38:39,32,2025-05-19 21:38:39,47,True,Bonus included,New Regime,,
895,95,2023-08-29,2023-09-28,2023-10-03,Monthly,11211.25,,,14.1,2.0,20374.52,2844.34,2401.81,949.73,991.41,5218.17,1542.82,188.69,469.98,148.88,7568.54,12805.98,142621.64,36527.19,89641.86,USD,Check,8391864113,Processed,2025-03-08 16:38:39,21,2025-03-08 21:38:39,13,True,Tax revision,Old Regime,,
896,96,2023-08-29,2023-09-25,2023-09-28,Monthly,3558.77,,,8.8,1.5,7869.17,1069.86,303.61,1667.47,975.86,1501.22,533.39,179.0,838.41,207.3,3259.32,4609.85,86560.87,16513.42,50708.35,USD,Bank Transfer,8116204844,Draft,2025-06-07 16:38:39,12,2025-06-07 17:38:39,10,True,Adjustment for overtime,,2024-04-21,2024-08-20
897,97,2023-08-29,2023-09-25,2023-09-26,Monthly,7549.81,,,6.51,1.5,13181.86,1198.97,1938.98,1100.68,932.65,2072.29,1288.92,36.3,40.3,113.4,3551.21,9630.65,145000.46,22795.19,105937.15,USD,Bank Transfer,9149114329,Processed,2025-07-10 16:38:39,34,2025-07-10 19:38:39,6,True,Bonus included,Old Regime,2024-05-21,2024-07-29
898,98,2023-08-29,2023-09-29,2023-10-03,Monthly,6367.23,,,0.07,1.5,13666.82,4494.29,1028.91,1034.22,737.99,3492.82,1241.24,426.43,776.39,106.78,6043.66,7623.16,41000.46,10478.46,22869.48,USD,Bank Transfer,6271724123,Paid,2025-07-17 16:38:39,8,2025-07-17 19:38:39,32,True,Adjustment for overtime,New Regime,2023-08-30,2024-02-24
899,99,2023-08-29,2023-09-26,2023-09-29,Monthly,12121.0,,,13.8,2.0,18574.06,112.43,2452.67,1674.81,122.28,3594.05,1613.0,413.4,514.2,258.13,6392.78,12181.28,55722.18,10782.15,36543.84,USD,Bank Transfer,4021081546,Processed,2025-10-08 16:38:39,30,2025-10-08 19:38:39,44,True,Bonus included,New Regime,2023-04-23,2023-12-06
900,100,2023-08-29,2023-09-26,2023-09-30,Monthly,,29.6,149.61,8.4,2.0,10958.7,4597.39,268.64,986.44,180.49,2719.85,677.11,92.56,362.92,251.02,4103.46,6855.24,21917.4,5439.7,13710.48,EUR,Check,1932148152,Processed,2025-06-10 16:38:39,5,2025-06-10 22:38:39,15,True,Bonus included,,,
901,1,2023-09-28,2023-10-29,2023-10-31,Monthly,9144.53,,,8.18,2.0,14958.7,623.82,2751.23,551.39,952.7,1523.24,921.65,90.43,246.19,267.48,3048.99,11909.71,104710.9,10662.68,83367.97,INR,Bank Transfer,2118877827,Paid,2025-04-19 16:38:39,11,2025-04-19 17:38:39,36,True,,,2023-10-04,2024-07-16
902,2,2023-09-28,2023-10-26,2023-10-31,Monthly,9715.09,,,10.21,1.5,15784.88,2260.76,1378.61,861.48,639.02,1665.05,1528.55,250.79,882.24,180.52,4507.15,11277.73,126279.04,13320.4,90221.84,USD,Check,7199712979,Processed,2026-01-23 16:38:39,19,2026-01-23 17:38:39,35,True,,New Regime,,
903,3,2023-09-28,2023-10-25,2023-10-27,Monthly,7313.67,,,15.28,1.5,14182.71,3147.72,685.69,1583.59,404.36,3693.3,1263.54,470.34,907.54,131.33,6466.05,7716.66,14182.71,3693.3,7716.66,USD,Bank Transfer,3729891952,Processed,2025-12-23 16:38:39,20,2025-12-23 21:38:39,1,True,Tax revision,New Regime,,
904,4,2023-09-28,2023-10-28,2023-11-01,One-time,11930.72,,,18.63,1.5,19632.78,2772.83,2046.7,791.94,6.82,4602.39,1501.43,453.67,291.76,472.95,7322.2,12310.58,19632.78,4602.39,12310.58,USD,Bank Transfer,3615068014,Processed,2025-09-27 16:38:39,12,2025-09-27 18:38:39,14,True,,New Regime,,
905,5,2023-09-28,2023-10-25,2023-10-27,Monthly,10811.0,,,16.31,2.0,18947.62,4772.81,810.95,75.32,273.45,4349.3,1182.61,30.52,129.33,71.52,5763.28,13184.34,227371.44,52191.6,158212.08,USD,Check,2242773530,Draft,2025-08-26 16:38:39,49,2025-08-26 20:38:39,38,True,Adjustment for overtime,New Regime,,
906,6,2023-09-28,2023-10-25,2023-10-28,Monthly,3515.97,,,16.16,1.5,8271.61,1449.57,1632.77,189.83,950.8,2426.37,517.25,27.99,588.79,94.32,3654.72,4616.89,66172.88,19410.96,36935.12,USD,Bank Transfer,6547892620,Processed,2025-06-20 16:38:39,12,2025-06-20 18:38:39,50,True,Tax revision,New Regime,,
907,7,2023-09-28,2023-10-25,2023-10-27,Bi-weekly,3795.04,,,2.28,1.5,6629.06,50.09,190.87,1622.79,889.15,1553.25,577.82,4.84,77.69,59.45,2273.05,4356.01,72919.66,17085.75,47916.11,USD,Bank Transfer,1079505058,Draft,2025-12-21 16:38:39,29,2025-12-21 19:38:39,15,False,Adjustment for overtime,Old Regime,2024-02-14,2024-12-02
908,8,2023-09-28,2023-10-27,2023-11-01,Monthly,4465.84,,,15.5,1.5,8321.12,1937.32,879.15,377.8,12.07,1665.54,731.71,383.74,960.02,104.41,3845.42,4475.7,66568.96,13324.32,35805.6,INR,Check,9503378258,Paid,2025-06-27 16:38:39,6,2025-06-27 17:38:39,32,True,Adjustment for overtime,,2023-01-15,2023-03-08
909,9,2023-09-28,2023-10-29,2023-11-03,Monthly,10173.17,,,15.39,1.5,14670.9,762.04,1718.0,265.76,284.13,3559.27,1466.92,256.54,258.15,420.15,5961.03,8709.87,102696.3,24914.89,60969.09,USD,Bank Transfer,6746964061,Processed,2025-10-06 16:38:39,50,2025-10-06 17:38:39,28,True,Adjustment for overtime,Old Regime,2023-02-27,2023-09-15
910,10,2023-09-28,2023-10-27,2023-10-30,Monthly,3794.56,,,8.52,2.0,7538.91,1298.81,287.98,814.1,939.34,1350.87,534.36,449.65,891.98,499.12,3725.98,3812.93,45233.46,8105.22,22877.58,EUR,Bank Transfer,4686545006,Draft,2025-04-11 16:38:39,1,2025-04-11 22:38:39,48,True,,Old Regime,2024-03-03,2024-09-26
911,11,2023-09-28,2023-10-29,2023-10-30,Monthly,,50.02,156.11,3.49,2.0,11889.0,1084.32,1172.64,1136.87,337.41,2503.63,846.12,2.93,153.01,225.24,3730.93,8158.07,95112.0,20029.04,65264.56,USD,Bank Transfer,7422845609,Draft,2025-07-28 16:38:39,42,2025-07-28 17:38:39,5,True,Bonus included,New Regime,2023-10-04,2024-05-22
912,12,2023-09-28,2023-10-25,2023-10-27,Monthly,,27.45,171.57,9.64,2.0,10415.29,1134.61,1928.56,1863.28,250.01,2849.37,873.04,348.19,616.88,19.96,4707.44,5707.85,62491.74,17096.22,34247.1,USD,Bank Transfer,1705287946,Processed,2025-12-03 16:38:39,26,2025-12-03 19:38:39,4,True,,Old Regime,2023-12-16,2024-02-17
913,13,2023-09-28,2023-10-28,2023-10-29,Monthly,11941.21,,,19.99,2.0,20748.8,4254.45,323.31,459.77,786.25,2783.94,1182.19,64.57,556.95,315.94,4903.59,15845.21,145241.6,19487.58,110916.47,USD,Bank Transfer,1750449771,Processed,2025-10-20 16:38:39,8,2025-10-20 20:38:39,21,True,Bonus included,New Regime,2023-11-27,2024-10-03
914,14,2023-09-28,2023-10-29,2023-10-31,Monthly,9615.99,,,11.33,1.5,16161.63,4124.1,1036.49,340.6,23.05,1972.46,839.23,178.94,402.48,468.55,3861.66,12299.97,113131.41,13807.22,86099.79,USD,Check,1753197849,Processed,2025-09-18 16:38:39,47,2025-09-18 22:38:39,30,True,,Old Regime,2023-07-16,2023-09-04
915,15,2023-09-28,2023-10-26,2023-10-30,Weekly,5388.2,,,12.43,1.5,13493.45,4069.73,2507.19,58.35,842.09,2110.92,1051.9,401.35,800.57,111.53,4476.27,9017.18,121441.05,18998.28,81154.62,EUR,Bank Transfer,9011050590,Processed,2025-06-18 16:38:39,28,2025-06-18 17:38:39,33,True,,Old Regime,,
916,16,2023-09-28,2023-10-26,2023-10-29,Bi-weekly,,61.64,161.29,4.76,1.5,18759.31,4981.03,1929.51,1142.83,323.91,4548.21,1708.95,442.93,927.52,284.66,7912.27,10847.04,37518.62,9096.42,21694.08,USD,Check,8166432592,Processed,2025-07-25 16:38:39,14,2025-07-25 21:38:39,33,True,,,2023-05-16,2023-11-21
917,17,2023-09-28,2023-10-25,2023-10-29,Monthly,7245.71,,,13.94,2.0,14664.64,4176.3,1681.32,53.75,245.0,2173.16,1338.58,124.03,157.65,183.97,3977.39,10687.25,14664.64,2173.16,10687.25,EUR,Bank Transfer,4959385360,Processed,2025-06-04 16:38:39,44,2025-06-04 21:38:39,4,True,Adjustment for overtime,Old Regime,,
918,18,2023-09-28,2023-10-26,2023-10-31,Monthly,,27.21,157.47,2.85,1.5,10666.03,2008.05,1501.22,1892.25,863.43,2165.6,881.69,401.21,172.25,403.14,4023.89,6642.14,117326.33,23821.6,73063.54,USD,Bank Transfer,8426790001,Draft,2026-01-24 16:38:39,5,2026-01-24 21:38:39,12,True,Bonus included,,,
919,19,2023-09-28,2023-10-28,2023-11-02,Monthly,8782.86,,,3.8,1.5,13311.61,2588.22,216.97,594.5,816.17,1440.21,948.42,284.78,255.08,385.71,3314.2,9997.41,159739.32,17282.52,119968.92,EUR,Check,1000297388,Processed,2025-12-30 16:38:39,14,2025-12-30 18:38:39,18,True,,Old Regime,,
920,20,2023-09-28,2023-10-27,2023-11-01,Monthly,9098.64,,,8.09,2.0,13689.49,1043.4,1199.5,945.05,482.8,2313.03,1162.75,152.42,119.69,357.61,4105.5,9583.99,136894.9,23130.3,95839.9,USD,Bank Transfer,2766697721,Processed,2025-07-05 16:38:39,20,2025-07-05 19:38:39,30,True,Bonus included,,,
921,21,2023-09-28,2023-10-27,2023-10-30,Monthly,,45.92,146.3,14.1,2.0,13854.61,3125.88,449.08,1908.16,358.45,3477.13,1158.29,436.79,878.45,282.76,6233.42,7621.19,13854.61,3477.13,7621.19,USD,Bank Transfer,1294541739,Reversed,2025-04-11 16:38:39,47,2025-04-11 21:38:39,46,True,Adjustment for overtime,,,
922,22,2023-09-28,2023-10-25,2023-10-30,Bi-weekly,,24.99,143.84,0.88,2.0,6754.96,509.36,1249.89,927.47,429.7,798.14,500.53,217.2,550.95,49.15,2115.97,4638.99,60794.64,7183.26,41750.91,USD,Bank Transfer,2462047260,Processed,2025-06-17 16:38:39,24,2025-06-17 18:38:39,32,True,Adjustment for overtime,Old Regime,2023-06-09,2024-01-17
923,23,2023-09-28,2023-10-26,2023-10-28,Weekly,7166.25,,,12.05,1.5,12267.78,2977.9,388.28,373.2,552.59,1412.89,898.76,462.62,361.66,176.34,3312.27,8955.51,49071.12,5651.56,35822.04,USD,Bank Transfer,1771288085,Processed,2025-08-21 16:38:39,40,2025-08-21 21:38:39,19,True,Bonus included,New Regime,,
924,24,2023-09-28,2023-10-29,2023-11-03,One-time,,64.35,171.25,17.0,2.0,17742.53,3184.1,541.63,499.6,309.36,2331.61,1377.47,253.95,752.52,23.46,4739.01,13003.52,177425.3,23316.1,130035.2,USD,Bank Transfer,6576182544,Processed,2025-04-29 16:38:39,4,2025-04-29 21:38:39,26,True,Tax revision,,,
925,25,2023-09-28,2023-10-29,2023-11-02,Monthly,10509.13,,,0.75,2.0,14967.83,705.77,2659.94,417.93,576.54,3016.96,1047.13,169.92,569.69,74.72,4878.42,10089.41,59871.32,12067.84,40357.64,USD,Bank Transfer,8855328085,Processed,2025-03-22 16:38:39,7,2025-03-22 19:38:39,41,True,Tax revision,New Regime,2023-05-02,2023-11-20
926,26,2023-09-28,2023-10-28,2023-11-02,Monthly,,20.08,150.23,0.47,1.5,11697.8,4805.68,2397.15,514.93,949.27,3163.37,619.19,184.07,545.19,467.96,4979.78,6718.02,70186.8,18980.22,40308.12,USD,Bank Transfer,7848497795,Processed,2025-09-08 16:38:39,47,2025-09-08 20:38:39,25,True,Adjustment for overtime,Old Regime,2023-07-16,2024-05-23
927,27,2023-09-28,2023-10-29,2023-11-02,Monthly,7398.81,,,10.97,1.5,10701.47,384.02,847.46,792.94,517.32,2277.25,996.9,144.85,777.11,328.79,4524.9,6176.57,64208.82,13663.5,37059.42,USD,Bank Transfer,6087825971,Reversed,2025-11-18 16:38:39,19,2025-11-18 21:38:39,9,True,Bonus included,Old Regime,2024-02-25,2024-04-30
928,28,2023-09-28,2023-10-28,2023-10-29,Monthly,,18.91,152.09,7.74,1.5,12006.08,4579.98,2467.7,1816.25,46.58,3241.34,660.97,151.62,917.53,482.25,5453.71,6552.37,108054.72,29172.06,58971.33,USD,Cash,7786889311,Processed,2025-05-13 16:38:39,18,2025-05-13 22:38:39,5,True,Tax revision,,,
929,29,2023-09-28,2023-10-29,2023-11-01,Monthly,11814.51,,,9.34,2.0,20611.58,2399.43,2512.61,1571.53,934.16,6042.16,1650.92,434.83,35.26,197.25,8360.42,12251.16,164892.64,48337.28,98009.28,USD,Bank Transfer,2475120030,Processed,2025-03-15 16:38:39,35,2025-03-15 17:38:39,31,True,Adjustment for overtime,New Regime,2023-10-18,2024-02-12
930,30,2023-09-28,2023-10-28,2023-10-29,Monthly,4500.6,,,3.15,1.5,7696.82,696.14,1478.99,449.48,438.7,1084.61,638.01,489.67,883.27,247.97,3343.53,4353.29,7696.82,1084.61,4353.29,USD,Bank Transfer,6952560464,Processed,2025-08-02 16:38:39,8,2025-08-02 20:38:39,38,True,,New Regime,2024-05-02,2024-10-21
931,31,2023-09-28,2023-10-26,2023-10-27,Monthly,11226.15,,,18.48,1.5,20031.35,2457.37,2788.83,842.23,771.84,4035.32,1396.99,11.02,769.7,98.37,6311.4,13719.95,220344.85,44388.52,150919.45,USD,Bank Transfer,9053458371,Processed,2025-05-22 16:38:39,20,2025-05-22 21:38:39,45,True,Tax revision,,2024-06-08,2024-07-20
932,32,2023-09-28,2023-10-26,2023-10-27,Monthly,4132.11,,,8.34,1.5,9940.02,1820.42,2805.95,771.35,87.11,2954.92,884.59,223.36,731.78,310.65,5105.3,4834.72,79520.16,23639.36,38677.76,EUR,Check,1214737299,Paid,2025-10-15 16:38:39,11,2025-10-15 19:38:39,46,False,Tax revision,Old Regime,2024-06-28,2024-08-21
933,33,2023-09-28,2023-10-26,2023-10-29,Monthly,5059.32,,,19.96,2.0,11303.56,2080.71,597.32,1604.46,699.45,2916.93,1055.03,258.33,385.77,6.79,4622.85,6680.71,124339.16,32086.23,73487.81,INR,Cash,7188831496,Processed,2025-07-12 16:38:39,17,2025-07-12 22:38:39,11,True,,Old Regime,,
934,34,2023-09-28,2023-10-28,2023-10-31,Monthly,4468.28,,,17.35,1.5,11815.2,3244.68,1756.0,992.36,627.09,3260.68,876.25,193.75,449.99,296.82,5077.49,6737.71,141782.4,39128.16,80852.52,USD,Bank Transfer,1889097173,Processed,2025-06-01 16:38:39,36,2025-06-01 19:38:39,14,True,Tax revision,,2023-08-16,2024-04-26
935,35,2023-09-28,2023-10-26,2023-10-30,Bi-weekly,6357.21,,,11.13,1.5,12454.22,2597.68,1070.98,1288.83,476.18,3580.48,624.62,57.34,652.07,275.0,5189.51,7264.71,136996.42,39385.28,79911.81,USD,Bank Transfer,7966839208,Paid,2026-01-24 16:38:39,3,2026-01-24 22:38:39,12,True,Adjustment for overtime,New Regime,2023-03-31,2023-10-19
936,36,2023-09-28,2023-10-28,2023-11-02,Bi-weekly,7750.52,,,6.95,2.0,12965.12,846.43,1018.38,1750.65,925.81,3036.78,1230.7,268.28,365.26,234.2,5135.22,7829.9,90755.84,21257.46,54809.3,USD,Bank Transfer,1123118889,Processed,2025-12-16 16:38:39,31,2025-12-16 21:38:39,6,True,Tax revision,,,
937,37,2023-09-28,2023-10-25,2023-10-30,Monthly,5800.42,,,8.53,1.5,10858.91,1964.72,16.1,1662.34,951.48,1720.15,842.34,12.12,405.21,330.65,3310.47,7548.44,32576.73,5160.45,22645.32,INR,Bank Transfer,5496817404,Draft,2025-04-09 16:38:39,38,2025-04-09 17:38:39,20,True,,New Regime,,
938,38,2023-09-28,2023-10-25,2023-10-26,Monthly,10328.15,,,12.47,1.5,18975.58,3977.46,2566.61,568.96,326.97,5622.18,1581.47,6.74,6.96,82.14,7299.49,11676.09,227706.96,67466.16,140113.08,USD,Bank Transfer,3022140595,Processed,2025-11-24 16:38:39,15,2025-11-24 17:38:39,41,True,Tax revision,,2024-01-06,2024-12-16
939,39,2023-09-28,2023-10-25,2023-10-30,Monthly,6563.09,,,19.94,1.5,14532.35,2487.62,1809.99,1785.74,659.02,3351.63,892.38,252.0,209.01,89.97,4794.99,9737.36,145323.5,33516.3,97373.6,INR,Bank Transfer,1238836964,Processed,2025-10-23 16:38:39,29,2025-10-23 20:38:39,31,True,Bonus included,,,
940,40,2023-09-28,2023-10-29,2023-10-30,Monthly,11446.23,,,1.56,1.5,15499.77,1600.85,1523.65,254.68,506.96,3187.08,1318.44,315.59,847.3,423.2,6091.61,9408.16,154997.7,31870.8,94081.6,USD,Bank Transfer,5578868820,Processed,2025-02-16 16:38:39,40,2025-02-16 17:38:39,30,True,Bonus included,New Regime,2023-03-11,2023-09-07
941,41,2023-09-28,2023-10-26,2023-10-29,Monthly,9439.92,,,12.57,1.5,19748.41,4163.0,2232.76,1903.97,896.32,2505.33,1388.13,336.15,264.29,368.11,4862.01,14886.4,98742.05,12526.65,74432.0,INR,Bank Transfer,8320161271,Processed,2025-05-31 16:38:39,11,2025-05-31 21:38:39,29,True,Adjustment for overtime,Old Regime,,
942,42,2023-09-28,2023-10-26,2023-10-29,Monthly,10137.39,,,3.32,1.5,15998.64,2675.46,132.22,1887.13,850.91,2428.62,891.82,172.68,617.81,57.41,4168.34,11830.3,143987.76,21857.58,106472.7,USD,Bank Transfer,1278502543,Processed,2025-06-26 16:38:39,44,2025-06-26 18:38:39,10,True,Bonus included,New Regime,2023-01-09,2023-10-25
943,43,2023-09-28,2023-10-28,2023-10-30,Monthly,7148.21,,,17.22,1.5,15013.1,4172.91,659.81,1214.77,663.41,3283.71,1212.51,203.83,347.69,381.02,5428.76,9584.34,15013.1,3283.71,9584.34,USD,Bank Transfer,7287197145,Processed,2026-02-02 16:38:39,32,2026-02-02 17:38:39,37,True,Tax revision,,,
944,44,2023-09-28,2023-10-28,2023-10-30,Monthly,11361.83,,,15.13,2.0,20330.54,4078.53,216.51,1586.67,938.19,5625.65,1475.72,200.27,594.49,279.29,8175.42,12155.12,81322.16,22502.6,48620.48,USD,Cash,9607042587,Paid,2025-05-14 16:38:39,18,2025-05-14 18:38:39,37,False,Bonus included,New Regime,2024-04-17,2024-07-15
945,45,2023-09-28,2023-10-26,2023-10-31,Monthly,,74.72,166.03,12.54,2.0,21730.81,2728.33,2287.77,1957.26,477.71,3251.41,1952.58,96.7,263.05,265.02,5828.76,15902.05,65192.43,9754.23,47706.15,USD,Bank Transfer,5341112240,Processed,2025-11-29 16:38:39,22,2025-11-29 17:38:39,6,True,,Old Regime,2023-06-05,2024-01-08
946,46,2023-09-28,2023-10-28,2023-10-31,Monthly,9716.28,,,2.28,1.5,15001.58,3237.61,7.81,1755.2,76.99,3932.38,1416.89,164.17,414.33,441.13,6368.9,8632.68,75007.9,19661.9,43163.4,USD,Bank Transfer,7300551664,Paid,2025-03-17 16:38:39,33,2025-03-17 17:38:39,27,True,,Old Regime,,
